,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,d,Strength,ND,SystemReference,Size,SizeType
490,Diptera,Helophilus.latifrons,Helophilus,latifrons,Helophilus latifrons,ppc,1,0.907047848,0.5,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL
494,Hymenoptera,Heriades.gracilior,Heriades,gracilior,Heriades gracilior,ppc,3,0.59553275,0.379382522,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.5,BL
495,Diptera,Heringia.salax,Heringia,salax,Heringia salax,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
497,Hymenoptera,Hoplitis.fulgida,Hoplitis,fulgida,Hoplitis fulgida,ppc,4,0.581236479,0.445993286,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
503,Hymenoptera,Hylaeus.episcopalis,Hylaeus,episcopalis,Hylaeus episcopalis,ppc,3,0.629970082,0.556122449,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.5,BL
507,Lepidoptera,Hyles.lineata,Hyles,lineata,Hyles lineata,ppc,2,0.655012289,0.353741497,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",76.5,WS
510,Hemiptera,Irbisia.brachycerus,Irbisia,brachycerus,Irbisia brachycerus,ppc,5,0.736972908,1.441191577,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.75,BL
528,,Lemonias.nubigena,Lemonias,nubigena,Lemonias nubigena,ppc,3,0.655385901,0.461393597,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
529,Hemiptera,Leptura.chrysocoma,Leptura,chrysocoma,Leptura chrysocoma,ppc,1,1,1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL
531,Lepidoptera,Limenitis.weidemeyerii,Limenitis,weidemeyerii,Limenitis weidemeyerii,ppc,1,0.784171787,0.2,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",76,WS
532,Lepidoptera,Lintneria.separatus,Lintneria,separatus,Lintneria separatus,ppc,1,0.852674325,0.333333333,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",120,WS
533,Hymenoptera,Lithurgopsis.apicalis,Lithurgopsis,apicalis,Lithurgopsis apicalis,ppc,1,0.646098166,0.071428571,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
540,Lepidoptera,Lycaena.helloides,Lycaena,helloides,Lycaena helloides,ppc,3,0.725947729,1.107954545,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",34,WS
543,,Lycaena.pseudargiolus,Lycaena,pseudargiolus,Lycaena pseudargiolus,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
544,Lepidoptera,Lycaena.rubidus,Lycaena,rubidus,Lycaena rubidus,ppc,4,0.688777675,1.210829493,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",30,WS
546,Hemiptera,Lygus.pratensis,Lygus,pratensis,Lygus pratensis,ppc,1,0.784171787,0.2,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",6.5,BL
549,Diptera,Mallota.flavoterminata,Mallota,flavoterminata,Mallota flavoterminata,ppc,1,0.472735857,0.019607843,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL
551,,Manduca.quinquemaculatus,Manduca,quinquemaculatus,Manduca quinquemaculatus,ppc,1,0.852674325,0.333333333,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
563,Hymenoptera,Megachile.gemula,Megachile,gemula,Megachile gemula,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.225,ITD
568,Hymenoptera,Megachile.pugnata,Megachile,pugnata,Megachile pugnata,ppc,5,0.508345036,0.21030367,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.53125,ITD
569,Hymenoptera,Megachile.relativa,Megachile,relativa,Megachile relativa,ppc,4,0.484715163,0.134756668,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.984375,ITD
572,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,ppc,2,0.572712331,0.424242424,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL
578,Hymenoptera,Megachile.texana,Megachile,texana,Megachile texana,ppc,2,0.462033584,0.040884439,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.340833333,ITD
579,Hymenoptera,Megachile.vidua,Megachile,vidua,Megachile vidua,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13.5,BL
581,Hymenoptera,Megachile.wootoni,Megachile,wootoni,Megachile wootoni,ppc,13,0.490414309,0.856826053,0.027837259,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",13,BL
588,Hymenoptera,Melecta.pacifica,Melecta,pacifica,Melecta pacifica,ppc,3,0.48949984,0.080531948,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.5,BL
593,Hymenoptera,Melissodes.aurigenia,Melissodes,aurigenia,Melissodes aurigenia,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.75,BL
594,Hymenoptera,Melissodes.fremonti,Melissodes,fremonti,Melissodes fremonti,ppc,2,0.49356824,0.052666228,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.25,BL
595,Hymenoptera,Melissodes.sp,Melissodes,sp,Melissodes sp,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12.25,BL
599,,Melitaea.sp,Melitaea,sp,Melitaea sp,ppc,2,0.487765866,0.052663438,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
600,Lepidoptera,Melitaea.whitneyi,Melitaea,whitneyi,Melitaea whitneyi,ppc,1,0.705348649,0.111111111,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",36.5,WS
603,Diptera,Mesogramma.marginata,Mesogramma,marginata,Mesogramma marginata,ppc,1,0.656036165,0.076923077,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.5,BL
608,Hymenoptera,Microdon.cothurnatus,Microdon,cothurnatus,Microdon cothurnatus,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.9,BL
613,Hymenoptera,Monumetha.albifrons,Monumetha,albifrons,Monumetha albifrons,ppc,13,0.482476564,0.828736995,0.027837259,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
614,Hymenoptera,Monumetha.argentifrons,Monumetha,argentifrons,Monumetha argentifrons,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
615,Coleoptera,Mordella.melaena,Mordella,melaena,Mordella melaena,ppc,1,0.636846111,0.066666667,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",6,BL
616,Diptera,Myopa.clausa,Myopa,clausa,Myopa clausa,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
617,Lepidoptera,Nathalis.iole,Nathalis,iole,Nathalis iole,ppc,1,0.656036165,0.076923077,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",26,WS
629,Hymenoptera,Nomada.sp,Nomada,sp,Nomada sp,ppc,2,0.460304504,0.182795699,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.5,BL
635,Lepidoptera,Oeneis.macounii,Oeneis,macounii,Oeneis macounii,ppc,3,0.804898999,1.276923077,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",63.5,WS
636,Lepidoptera,Oeneis.uhleri,Oeneis,uhleri,Oeneis uhleri,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47,WS
638,Hymenoptera,Omalus.sp,Omalus,sp,Omalus sp,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.7,BL
640,Hymenoptera,Ophion.sp,Ophion,sp,Ophion sp,ppc,1,0.907047848,0.5,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",14.5,BL
645,Hymenoptera,Osmia.abnormis,Osmia,abnormis,Osmia abnormis,ppc,1,0.784171787,0.2,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
646,Hymenoptera,Osmia.albolateralis,Osmia,albolateralis,Osmia albolateralis,ppc,1,0.678438386,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.3,BL
648,Hymenoptera,Osmia.bella,Osmia,bella,Osmia bella,ppc,1,0.784171787,0.2,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
649,Hymenoptera,Osmia.brevis,Osmia,brevis,Osmia brevis,ppc,1,0.678438386,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
650,Hymenoptera,Osmia.bruneri,Osmia,bruneri,Osmia bruneri,ppc,7,0.523347426,0.70066174,0.014989293,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
651,Hymenoptera,Osmia.coloradella,Osmia,coloradella,Osmia coloradella,ppc,2,0.498178603,0.054890922,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",11,BL
652,Hymenoptera,Osmia.coloradensis,Osmia,coloradensis,Osmia coloradensis,ppc,1,0.678438386,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
654,Hymenoptera,Osmia.densa,Osmia,densa,Osmia densa,ppc,9,0.506360553,0.517521844,0.019271949,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.3,BL
657,Hymenoptera,Osmia.megacephala,Osmia,megacephala,Osmia megacephala,ppc,1,0.705348649,0.111111111,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.5,BL
658,Hymenoptera,Osmia.melanotricha,Osmia,melanotricha,Osmia melanotricha,ppc,6,0.543664502,0.382756599,0.012847966,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
659,Hymenoptera,Osmia.nigrifrons,Osmia,nigrifrons,Osmia nigrifrons,ppc,2,0.601453372,0.12539185,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
660,Hymenoptera,Osmia.pentstemonis,Osmia,pentstemonis,Osmia pentstemonis,ppc,5,0.568891202,0.296866209,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
661,Hymenoptera,Osmia.phaceliae,Osmia,phaceliae,Osmia phaceliae,ppc,5,0.502553432,0.240338243,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
662,Hymenoptera,Osmia.propinqua,Osmia,propinqua,Osmia propinqua,ppc,5,0.484881436,0.213400314,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
665,Hymenoptera,Osmia.pusilla,Osmia,pusilla,Osmia pusilla,ppc,1,0.678438386,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
668,Hymenoptera,Osmia.sp,Osmia,sp,Osmia sp,ppc,3,0.573707754,0.249207217,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
669,Hymenoptera,Osmia.tristella,Osmia,tristella,Osmia tristella,ppc,3,0.716701821,1.116550117,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7.5,BL
670,Hymenoptera,Osmia.wardiana,Osmia,wardiana,Osmia wardiana,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
673,Hymenoptera,Oxybelus.sp,Oxybelus,sp,Oxybelus sp,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.25,BL
678,Hymenoptera,Panurginus.cressoniellus,Panurginus,cressoniellus,Panurginus cressoniellus,ppc,5,0.505757413,0.298140573,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
679,Hymenoptera,Panurginus.sp,Panurginus,sp,Panurginus sp,ppc,5,0.556775592,0.359769519,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
680,Diptera,Panzeria.radicum,Panzeria,radicum,Panzeria radicum,ppc,2,0.594648227,0.107954545,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.75,BL
681,Lepidoptera,Papilio.rutulus,Papilio,rutulus,Papilio rutulus,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",85,WS
682,Diptera,Paragus.bicolor,Paragus,bicolor,Paragus bicolor,ppc,1,1,1,0.002141328,6.5,BL,
696,Lepidoptera,Parnassius.clodius,Parnassius,clodius,Parnassius clodius,ppc,2,0.555962088,0.081168831,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",56,WS
697,Lepidoptera,Parnassius.smintheus,Parnassius,smintheus,Parnassius smintheus,ppc,6,0.670584468,1.023038896,0.012847966,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS
703,Diptera,Peleteria.robusta,Peleteria,robusta,Peleteria robusta,ppc,1,0.585486234,0.045454545,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
712,Diptera,Phorbia.fusciceps,Phorbia,fusciceps,Phorbia fusciceps,ppc,1,0.620061532,0.058823529,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
713,Diptera,Phormia.camillus,Phormia,camillus,Phormia camillus,ppc,2,0.555514644,0.116129032,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
714,Diptera,Phormia.regina,Phormia,regina,Phormia regina,ppc,2,0.622874629,0.192307692,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
717,Lepidoptera,Pieris.protodice,Pieris,protodice,Pieris protodice,ppc,1,0.691219635,0.1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",50.5,WS
718,Diptera,Pipiza.sp,Pipiza,sp,Pipiza sp,ppc,1,0.472735857,0.019607843,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
719,Diptera,Pipiza.vanduzeei,Pipiza,vanduzeei,Pipiza vanduzeei,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
733,Lepidoptera,Polygonia.hylas,Polygonia,hylas,Polygonia hylas,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS
736,Hymenoptera,Pompiloides.sp,Pompiloides,sp,Pompiloides sp,ppc,2,0.5485216,0.091836735,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",20,BL
737,Lepidoptera,Pontia.sisymbrii,Pontia,sisymbrii,Pontia sisymbrii,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",37.5,WS
738,Hymenoptera,Prosopis.basalis,Prosopis,basalis,Prosopis basalis,ppc,7,0.470120692,0.304960792,0.014989293,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8.5,BL
739,Hymenoptera,Prosopis.coloradensis,Prosopis,coloradensis,Prosopis coloradensis,ppc,1,0.472735857,0.019607843,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.4,BL
740,Hymenoptera,Prosopis.cressoni,Prosopis,cressoni,Prosopis cressoni,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4,BL
741,Hymenoptera,Prosopis.elliptica,Prosopis,elliptica,Prosopis elliptica,ppc,13,0.482829624,0.837147499,0.027837259,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
742,Hymenoptera,Prosopis.sp,Prosopis,sp,Prosopis sp,ppc,1,0.636846111,0.066666667,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
743,Hymenoptera,Prosopis.tridentula,Prosopis,tridentula,Prosopis tridentula,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
744,Hymenoptera,Prosopis.varifrons,Prosopis,varifrons,Prosopis varifrons,ppc,11,0.494601393,0.718608807,0.023554604,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL
745,Hymenoptera,Prosopis.wootoni,Prosopis,wootoni,Prosopis wootoni,ppc,4,0.42742057,0.073094191,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL
746,,Psammophila.violacepennis,Psammophila,violacepennis,Psammophila violacepennis,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
750,Hymenoptera,Pseudomasaris.vespoides,Pseudomasaris,vespoides,Pseudomasaris vespoides,ppc,11,0.458353382,0.457223508,0.023554604,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL
751,Hymenoptera,Psithyrus.ashtoni,Psithyrus,ashtoni,Psithyrus ashtoni,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17.5,BL
752,Hymenoptera,Psithyrus.fernaldae,Psithyrus,fernaldae,Psithyrus fernaldae,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.75,BL
754,Diptera,Ptilodexia.harpasa,Ptilodexia,harpasa,Ptilodexia harpasa,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
756,Lepidoptera,Pyrameis.atlanta,Pyrameis,atlanta,Pyrameis atlanta,ppc,2,0.658385145,0.235714286,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47.5,WS
771,Lepidoptera,Satyrus.charon,Satyrus,charon,Satyrus charon,ppc,3,0.59217522,0.181168831,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",38.5,WS
777,Apodiformes,Selasphorus.platycercus,Selasphorus,platycercus,Selasphorus platycercus,ppc,6,0.572726574,0.454881849,0.012847966,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",97.5,BL
778,Diptera,Sericomyia.flagrans,Sericomyia,flagrans,Sericomyia flagrans,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
781,,Spegina.infuscata,Spegina,infuscata,Spegina infuscata,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
782,Lepidoptera,Speyeria.mormonia,Speyeria,mormonia,Speyeria mormonia,ppc,4,0.654345802,0.561393597,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",49.5,WS
784,Diptera,Sphaerophoria.cylindrica,Sphaerophoria,cylindrica,Sphaerophoria cylindrica,ppc,1,0.472735857,0.019607843,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8.35,BL
791,Hymenoptera,Sphecodes.sophiae,Sphecodes,sophiae,Sphecodes sophiae,ppc,7,0.801961104,3.187943262,0.014989293,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.75,BL
